School District,Distance to Subway (km),House Area (sqm),Room Count,Plot Ratio,Parking Ratio,House Age (years),House Price (CNY),Cost Performance Level
8,2.69,136.63,4,1.84,2.64,4,3392560.0,5
1,5.17,160.63,5,2.95,0.87,50,3511650.0,1
1,3.37,61.32,2,2.84,4.45,41,1266780.0,2
7,8.62,120.34,4,2.28,4.17,8,2614200.0,2
8,4.79,184.38,6,2.97,1.75,47,4318270.0,4
3,8.02,110.39,3,2.11,4.15,40,2315380.0,1
5,5.85,157.24,5,0.91,2.67,37,3485710.0,2
1,7.75,139.72,4,1.14,0.8,36,2922580.0,1
7,3.39,158.23,5,1.36,3.07,3,3735070.0,4
5,8.33,87.61,2,0.72,3.4,19,1783280.0,2
8,2.82,87.78,2,2.99,0.42,20,2100790.0,5
8,5.51,120.81,4,1.79,1.57,49,2603360.0,4
9,2.22,58.71,1,0.83,0.03,47,1426560.0,5
7,4.81,109.21,3,3.37,1.58,23,2463410.0,4
1,3.25,130.12,4,2.89,1.68,6,2881110.0,1
3,2.74,191.39,6,2.08,3.15,45,4789970.0,2
8,9.67,136.11,4,1.37,1.0,48,2924940.0000000005,2
3,1.68,145.01,4,1.03,0.15,7,3508510.0,3
8,7.89,166.58,5,2.1,1.58,10,3774820.0000000005,3
1,9.84,81.41,2,3.6,4.13,48,1598860.0,1
5,0.3,113.4,3,1.16,2.0,45,2955240.0,4
4,7.02,217.02,6,2.49,2.08,8,4171050.0,1
5,2.6,116.84,3,3.87,2.35,5,2848990.0,3
8,0.5,164.66,5,2.73,3.76,39,4530610.0,5
10,4.09,158.55,5,2.04,2.4,16,3822410.0000000005,5
4,9.36,60.88,2,3.01,0.46,12,1237510.0,1
4,0.22,132.42,4,3.39,1.03,44,3441589.9999999995,4
3,5.92,125.87,4,2.57,0.94,16,2662580.0,1
7,5.06,133.2,4,3.55,2.54,50,2837729.9999999995,4
3,8.75,89.84,2,2.3,0.15,1,1819800.0,1
3,0.93,75.32,2,3.41,1.42,29,1879429.9999999998,3
10,6.85,100.96,3,3.83,3.04,31,2270410.0,5
5,6.83,116.09,3,2.25,1.77,49,2439180.0,2
5,6.72,167.4,5,2.62,3.54,35,3711260.0,2
6,9.43,192.69,6,2.63,1.96,6,4313470.0,1
8,8.25,175.86,5,3.24,4.9,15,3979480.0000000005,2
10,0.52,154.41,5,3.38,4.83,18,4346350.0,5
6,4.76,79.83,2,0.6,4.0,14,1728830.0,4
1,4.04,103.64,3,3.07,4.77,13,2292550.0,1
8,3.17,128.4,4,3.24,1.02,44,2893600.0,5
8,4.57,94.7,3,2.95,3.75,6,2190950.0,4
9,3.9,143.09,4,3.0,1.61,46,3246200.0,5
9,4.38,148.82,4,0.64,3.63,32,3392660.0,5
2,9.79,141.45,4,2.05,1.87,33,2968139.9999999995,1
2,0.98,161.01,5,3.36,1.45,23,4357810.0,2
3,9.23,83.82,2,3.77,4.79,34,1674209.9999999998,1
1,4.85,157.31,5,1.3,1.05,20,3627930.0,1
4,6.28,92.17,3,2.53,3.79,23,1956620.0,2
4,8.32,82.36,2,3.32,3.37,36,1648620.0,1
9,3.67,141.28,4,3.13,1.52,15,3237070.0,5
9,4.36,168.63,5,2.67,2.29,16,4013400.0,4
9,4.15,139.52,4,0.57,0.71,28,3186290.0,5
10,3.81,120.83,4,3.03,4.61,17,2831450.0,5
7,9.26,132.41,4,3.21,4.84,47,2829080.0,2
2,8.31,125.46,4,3.03,3.66,10,2657950.0,1
10,1.18,74.96,2,3.18,4.25,2,1901399.9999999998,5
5,1.17,70.3,2,2.01,0.41,41,1618710.0,4
4,4.34,116.85,3,3.98,1.92,17,2592560.0,2
8,1.08,123.19,4,3.2,1.65,15,3055660.0,5
2,6.23,120.45,4,2.53,2.82,40,2521560.0,1
6,1.52,147.04,4,3.77,0.92,0,3596030.0,4
5,5.27,111.38,3,3.68,2.82,42,2347940.0,3
2,0.17,142.52,4,3.35,3.27,42,3695710.0,3
10,3.23,114.22,3,2.47,0.66,26,2664690.0,5
1,6.8,192.93,6,2.34,0.66,30,4247440.0,1
8,4.89,123.23,4,1.65,0.18,44,2779770.0,4
2,9.78,213.63,6,1.38,3.8,27,4077190.0,1
7,8.75,134.08,4,2.29,1.66,39,2866710.0000000005,2
9,3.65,111.45,3,2.52,1.13,50,2540640.0,5
9,0.55,84.02,2,1.36,3.89,26,2214920.0,5
8,8.47,62.28,2,3.73,0.72,8,1339310.0,3
10,9.12,80.34,2,2.45,2.14,37,1745630.0,4
9,8.22,84.82,2,2.34,3.72,35,1800499.9999999998,4
2,1.37,135.79,4,2.02,2.87,40,3251680.0,2
6,9.98,98.95,3,0.7,2.77,26,2120790.0,1
4,2.66,127.48,4,3.59,0.79,46,3055510.0,3
4,7.27,171.28,5,1.61,0.9,49,3768350.0,1
5,9.09,116.49,3,2.75,2.91,25,2473360.0,1
3,2.43,203.17,6,2.63,0.12,26,4487350.0,2
1,9.09,72.97,2,2.55,4.35,3,1476550.0,1
8,3.16,113.98,3,2.34,1.75,50,2567720.0,5
5,9.77,98.43,3,1.14,2.08,47,2072050.0000000005,1
3,2.88,157.46,5,1.48,1.29,37,3941600.0,2
10,9.54,30.41,1,2.33,4.38,11,772630.0,4
7,0.63,62.28,2,3.26,3.21,46,1593160.0,5
7,7.12,115.71,3,2.01,2.25,14,2502400.0,3
1,5.37,182.06,6,1.21,2.93,46,3997970.0,1
9,4.83,129.03,4,0.81,1.9,47,2938650.0,5
2,2.31,65.94,2,2.82,2.33,29,1508460.0,3
5,7.09,72.11,2,1.98,1.79,13,1474800.0,2
5,1.99,186.92,6,0.94,2.05,7,4733160.0,3
8,5.57,95.15,3,2.86,1.57,27,2080430.0000000002,4
8,2.61,82.28,2,1.23,0.39,30,1965990.0,5
7,9.56,179.09,5,2.28,0.19,1,4031080.0,1
7,0.38,160.44,5,1.57,0.87,14,4412050.0,5
6,2.08,170.96,5,3.76,1.26,39,4307760.0,4
6,2.5,82.0,2,1.3,4.45,42,1910600.0,4
9,4.2,59.0,1,1.97,3.06,47,1320150.0,5
6,2.4,125.33,4,3.86,4.79,7,3075640.0,4
2,4.96,133.41,4,1.62,1.7,4,2961800.0,1
2,8.74,134.58,4,2.76,2.01,3,2853440.0000000005,1
5,7.15,179.13,5,1.61,3.6,11,3994450.0,1
4,5.84,50.65,1,0.89,2.89,9,1032890.0,2
2,0.98,154.39,5,2.7,2.64,3,4202110.0,2
3,6.97,76.13,2,3.71,2.88,50,1500650.0,1
7,1.75,154.23,5,2.08,2.92,9,3944510.0,4
8,7.89,101.0,3,2.69,3.83,28,2206970.0,3
6,2.58,87.44,2,2.63,3.34,27,2047170.0,4
5,4.23,95.6,3,1.95,4.79,28,2131830.0,3
1,3.57,62.18,2,2.65,4.74,18,1308610.0,2
8,8.6,121.62,4,1.41,2.11,50,2620830.0,3
3,1.35,89.09,2,1.82,0.18,42,2031610.0,3
6,5.7,151.45,5,2.05,0.06,12,3391969.9999999995,3
3,1.51,145.6,4,3.52,0.62,33,3495120.0,3
7,7.08,187.53,6,1.72,0.37,45,4178680.0,2
7,9.06,134.65,4,2.72,1.87,19,2898670.0,2
9,4.4,140.83,4,1.25,0.26,17,3224530.0000000005,5
5,4.93,176.0,5,1.38,3.12,47,4064860.0,2
8,9.28,94.89,3,2.77,0.95,35,2065820.0,3
10,5.26,60.47,2,3.17,2.57,0,1385370.0,5
10,4.93,128.0,4,2.12,0.52,25,2973920.0,5
8,5.83,63.09,2,1.67,4.14,2,1370410.0,4
1,6.92,218.16,6,3.69,3.9,43,4140150.0,1
5,1.16,178.22,5,0.98,1.93,2,4515380.0,3
3,8.23,206.56,6,3.02,4.55,20,3956720.0,1
1,4.41,122.5,4,2.92,0.93,17,2700940.0,1
4,0.82,142.02,4,2.92,4.07,30,3711740.0,3
8,7.88,101.62,3,3.77,2.73,35,2209710.0,3
3,3.83,155.32,5,3.05,1.65,48,3565610.0,2
10,1.09,71.38,2,1.56,0.42,43,1772020.0,5
2,6.37,20.0,1,1.74,0.86,30,383980.0,1
9,8.81,88.37,2,1.87,4.31,7,1901150.0,3
10,8.89,61.78,2,0.61,3.03,24,1391050.0,4
5,9.58,179.12,5,3.7,1.19,48,3950320.0,1
7,8.69,192.63,6,0.76,2.48,45,4296060.0,2
2,0.12,63.88,2,2.95,0.54,19,1595130.0,3
9,3.86,171.67,5,3.06,0.49,10,4085329.9999999995,5
9,8.2,158.06,5,3.45,4.54,39,3592950.0,3
4,3.73,57.21,1,2.44,2.29,0,1227550.0,3
4,6.06,104.39,3,3.04,1.81,20,2211770.0,2
6,6.1,96.79,3,1.56,4.75,16,2088530.0000000002,3
10,3.71,149.92,4,3.11,2.0,27,3456129.9999999995,5
10,9.05,70.85,2,1.7,1.68,17,1575660.0,4
10,5.08,116.05,3,3.66,1.36,28,2587110.0,5
6,4.7,92.56,3,1.07,2.83,9,2095910.0,3
1,9.98,138.93,4,1.61,2.79,8,2937500.0,1
9,4.99,111.33,3,2.25,0.08,33,2553170.0,5
2,1.87,98.59,3,3.22,3.27,19,2374480.0,2
5,5.18,111.47,3,3.12,3.94,30,2364630.0,3
9,8.16,201.44,6,1.24,3.08,2,3984280.0,3
4,7.79,103.32,3,1.0,4.35,0,2216420.0,1
3,7.91,78.36,2,1.56,1.38,32,1562400.0,1
7,7.11,143.34,4,2.19,0.96,49,3049870.0,3
6,2.62,114.26,3,2.39,3.49,7,2803830.0,4
8,8.63,63.39,2,2.0,0.94,17,1354680.0,3
3,8.95,209.26,6,2.82,0.46,29,3991040.0,1
5,2.02,105.9,3,2.0,0.48,32,2557560.0,4
10,1.39,104.89,3,3.81,3.84,21,2679230.0,5
4,9.76,126.39,4,1.41,0.14,16,2681060.0,1
4,8.7,189.2,6,2.7,1.45,41,4175599.9999999995,1
4,8.94,52.81,1,2.64,0.65,8,1070860.0,1
10,8.88,131.04,4,1.49,3.77,21,2920890.0,4
8,5.46,203.49,6,1.94,2.52,9,3984410.0,3
6,6.5,125.15,4,1.78,1.03,32,2665430.0,3
3,5.5,70.59,2,1.1,3.75,47,1397200.0,2
10,0.61,95.26,3,2.17,3.75,38,2623090.0,5
5,7.48,128.28,4,1.85,2.62,2,2749270.0,2
6,5.1,173.23,5,1.12,1.38,16,3870700.0,3
5,6.51,106.43,3,2.07,2.93,8,2279820.0,2
6,5.08,153.07,5,1.98,4.67,46,3402900.0,3
8,4.97,62.59,2,0.96,0.26,39,1378950.0,5
7,1.8,62.25,2,0.96,1.33,35,1477450.0,5
5,2.86,100.69,3,2.77,1.42,18,2447630.0,4
10,1.67,177.52,5,2.97,3.16,33,4597350.0,5
6,2.04,122.75,4,3.79,3.26,1,3016730.0,4
4,9.73,131.59,4,0.8,1.03,44,2764650.0,1
9,1.62,131.12,4,0.91,1.08,26,3266130.0,5
4,2.77,164.37,5,0.68,4.64,18,4148850.0,2
1,5.95,95.59,3,2.36,3.78,32,1999590.0,1
7,6.14,147.53,4,2.68,4.67,25,3168790.0,3
7,1.62,86.76,2,1.91,4.15,46,2034870.0,5
4,7.96,199.33,6,3.29,2.01,33,4406990.0,1
3,7.87,87.98,2,2.9,0.61,27,1756920.0,1
8,2.45,84.7,2,3.95,3.15,15,2039450.0,5
5,2.96,141.99,4,0.98,1.76,21,3443300.0,3
10,9.39,123.19,4,0.7,2.13,27,2747550.0,3
7,8.27,133.07,4,1.46,2.13,13,2873270.0,2
4,7.01,129.09,4,0.57,4.68,5,2758680.0,1
4,0.91,76.38,2,3.76,0.34,10,1930420.0,4
8,4.24,184.53,6,1.56,0.97,45,4323570.0,4
8,5.64,155.74,5,2.43,3.04,19,3529930.0,4
2,1.96,174.36,5,1.61,4.42,35,4365230.000000001,2
2,4.54,98.87,3,1.36,4.59,48,2158960.0,1
3,6.05,136.66,4,1.03,2.79,15,2895410.0,1
3,3.34,127.89,4,1.62,0.17,5,2843300.0,2
1,7.83,165.12,5,2.65,1.81,7,3655610.0,1
3,8.42,166.41,5,3.9,4.59,44,3663300.0,1
6,3.3,127.72,4,2.45,2.5,35,2846390.0,4
8,8.4,59.28,1,2.36,3.63,47,1237500.0,3
10,1.13,191.19,6,0.62,1.35,48,4927830.0,5
6,8.39,142.24,4,3.44,0.13,3,3049860.0,2
5,1.61,95.66,3,0.66,2.89,47,2302960.0,4
4,0.92,136.26,4,3.67,4.17,33,3558430.0,3
3,6.45,59.56,1,2.39,4.95,19,1195710.0,2
4,4.77,162.21,5,1.09,4.23,23,3764200.0,2
7,9.09,61.15,2,2.08,2.77,44,1261460.0,3
1,3.7,111.17,3,3.98,3.04,2,2464840.0,1
7,2.94,129.78,4,1.57,4.12,27,3183390.0,4
1,5.06,161.55,5,1.44,0.1,29,3552860.0000000005,1
2,4.61,124.26,4,0.91,4.76,28,2743330.0,1
4,3.51,145.4,4,2.59,2.66,20,3225530.0,2
1,6.97,118.87,3,0.81,4.76,41,2482980.0,1
9,7.62,118.71,3,3.18,3.82,26,2610370.0,4
6,8.54,123.42,4,3.72,0.76,49,2609620.0,2
1,9.73,112.44,3,3.76,0.83,24,2354140.0,1
1,2.74,52.54,1,0.88,1.77,2,1213080.0,2
6,7.19,89.27,2,2.45,1.32,0,1844590.0,3
4,4.0,129.79,4,0.84,2.2,22,2880940.0,2
4,6.8,110.04,3,2.5,3.02,42,2311380.0,2
6,4.81,113.77,3,3.35,2.18,4,2563950.0,3
7,9.94,107.07,3,2.38,0.28,30,2300650.0,2
9,7.32,85.46,2,3.55,4.88,24,1825409.9999999998,4
10,9.53,100.28,3,3.31,2.13,34,2251830.0,4
5,8.37,107.73,3,1.47,4.26,42,2276380.0,2
9,9.04,120.21,4,2.71,0.37,0,2666440.0,3
4,8.16,135.74,4,0.53,4.05,14,2888110.0,1
10,4.65,112.78,3,1.89,0.87,38,2622010.0,5
2,2.59,78.81,2,1.33,3.4,23,1814100.0,2
3,3.77,64.08,2,3.78,3.31,33,1341520.0,3
1,0.3,223.9,6,1.92,4.55,46,5368780.0,1
6,5.29,74.81,2,2.79,1.6,17,1538610.0,3
6,5.1,99.25,3,3.06,0.54,24,2122270.0,3
1,5.3,140.68,4,3.21,4.32,35,2948710.0,1
3,9.74,134.43,4,3.08,1.66,0,2859270.0,1
5,9.12,140.83,4,1.51,1.16,8,3004240.0000000005,1
3,1.7,102.29,3,2.9,2.43,40,2447920.0,3
10,3.75,129.54,4,2.42,0.73,30,3002920.0,5
3,4.3,122.45,4,2.59,1.48,21,2709270.0,2
10,3.67,107.51,3,0.5,1.93,37,2510580.0,5
3,8.01,129.82,4,1.4,1.39,45,2718600.0,1
5,5.29,162.21,5,3.76,2.25,40,3588360.0,2
5,5.76,119.11,3,1.52,1.92,1,2551630.0,2
4,8.54,119.38,3,2.03,3.87,40,2511690.0,1
1,8.08,162.73,5,1.15,4.59,44,3573090.0,1
5,1.41,158.45,5,0.99,0.5,19,4001259.9999999995,3
10,7.17,183.36,6,1.23,4.12,22,4212930.0,4
5,4.41,49.75,1,2.44,4.66,11,1079630.0,3
4,3.02,156.2,5,3.72,3.43,9,3635739.9999999995,3
6,0.6,144.06,4,1.64,4.98,31,3791880.0,4
10,4.92,84.57,2,1.63,1.68,4,1947699.9999999998,5
4,3.62,130.06,4,2.47,4.15,43,2868150.0,3
7,2.59,162.04,5,1.75,3.37,28,4121990.0,4
7,6.98,86.83,2,3.69,1.62,32,1783150.0,3
2,7.72,137.7,4,1.82,3.52,22,2903919.9999999995,1
3,2.52,154.85,5,2.22,2.55,35,3880130.0,2
1,0.59,77.16,2,2.37,0.94,12,1930510.0,3
8,8.5,114.31,3,3.24,0.87,49,2459010.0,3
9,0.2,132.04,4,2.47,3.57,1,3580710.0,5
4,9.38,88.15,2,1.34,3.56,10,1792780.0,1
6,6.31,84.83,2,0.93,2.65,27,1732970.0,3
9,3.29,114.6,3,3.78,2.51,24,2637440.0,5
6,2.54,152.07,5,3.31,0.9,35,3839240.0,4
9,0.19,145.75,4,0.58,2.15,17,3920220.0,5
4,2.43,85.54,2,3.38,4.36,38,1968760.0000000002,3
8,1.46,146.09,4,2.57,4.27,8,3618130.0,5
9,6.16,86.56,2,2.32,3.3,1,1868480.0,4
4,1.75,55.59,1,0.54,4.99,35,1277010.0,4
5,5.33,105.31,3,3.23,4.47,45,2221220.0,3
8,5.94,164.92,5,1.19,0.73,16,3731509.9999999995,3
10,3.05,146.24,4,3.05,2.0,32,3370230.0,5
6,0.45,119.94,3,0.56,0.66,34,3149200.0,5
7,0.47,103.33,3,3.29,2.33,32,2739950.0,5
3,0.36,104.41,3,0.58,3.88,31,2721840.0,3
7,7.42,124.35,4,1.33,0.78,19,2681580.0,3
8,3.25,77.26,2,1.44,4.4,29,1704820.0,5
10,7.98,106.08,3,1.05,2.85,21,2390330.0,4
6,4.37,111.38,3,2.18,3.74,24,2495660.0,3
10,4.58,65.96,2,1.49,0.23,44,1514129.9999999998,5
9,5.18,86.46,2,3.98,0.47,45,1815159.9999999998,5
6,7.16,136.42,4,2.53,3.1,43,2894489.9999999995,2
9,2.81,120.38,4,2.48,4.19,10,3029020.0,5
4,1.3,107.65,3,1.27,4.37,49,2581070.0,4
8,5.6,83.54,2,1.93,3.44,33,1746750.0000000002,4
4,3.34,183.07,6,0.93,1.0,27,4238680.0,2
2,4.48,86.48,2,3.17,0.98,34,1799870.0,2
10,6.5,130.06,4,1.66,4.41,3,2919420.0,4
9,4.99,100.49,3,3.13,0.57,8,2339790.0,5
5,6.24,121.45,4,1.8,3.43,42,2567510.0,2
4,5.49,138.3,4,3.96,2.67,21,2928680.0000000005,2
2,7.42,65.19,2,1.1,2.11,24,1301920.0,1
1,7.09,119.74,3,0.51,2.2,20,2517430.0,1
7,5.39,167.63,5,2.58,4.73,24,3764740.0,3
6,6.82,190.46,6,3.84,4.31,40,4233900.0,2
2,8.75,114.8,3,2.76,4.32,16,2424680.0,1
8,4.38,121.67,4,0.8,2.03,14,2780000.0,4
4,4.19,208.45,6,2.39,0.53,40,4181670.0,2
8,7.67,165.4,5,3.68,4.99,6,3758100.0,3
7,5.87,95.31,3,0.52,0.73,31,2055450.0,4
5,0.8,95.24,3,1.08,2.58,7,2522320.0,4
10,8.93,158.26,5,3.35,1.32,2,3668010.0,3
10,0.4,79.56,2,3.63,2.55,32,2132470.0,5
8,7.51,163.51,5,2.98,1.52,35,3681280.0,3
9,7.61,133.37,4,3.97,4.48,16,2933760.0,4
5,9.54,140.71,4,0.82,4.84,0,3017770.0,1
10,0.64,109.73,3,2.41,2.05,35,2998670.0,5
5,6.01,94.81,3,2.9,0.35,39,1998810.0,2
2,4.34,178.48,5,2.96,3.32,16,4126720.0,1
5,3.37,110.13,3,3.28,1.88,43,2429340.0,3
3,0.99,103.56,3,3.71,4.93,47,2682710.0,3
7,5.67,116.79,3,1.77,0.45,36,2499720.0,3
10,4.84,127.72,4,0.65,0.6,24,2970390.0,5
5,1.14,78.77,2,1.77,3.5,24,1836940.0,4
8,6.16,97.41,3,2.85,3.79,12,2147340.0,4
1,7.41,95.28,3,1.25,2.36,12,2011350.0,1
3,7.7,153.81,5,3.33,1.39,11,3413270.0,1
3,9.06,84.56,2,1.27,1.55,31,1688030.0,1
9,4.15,49.77,1,0.54,1.69,34,1143010.0,5
5,9.54,41.32,1,2.28,1.13,27,838380.0,2
9,8.67,61.18,2,3.04,4.25,43,1320060.0,4
9,3.04,174.46,5,1.72,0.33,19,4141520.0,5
1,1.68,120.65,4,3.12,2.04,27,2893560.0,2
2,4.41,140.05,4,2.03,3.74,30,3085550.0000000005,1
5,4.08,141.46,4,1.1,0.02,23,3142060.0,3
4,5.8,122.25,4,0.82,4.39,10,2609210.0,2
10,5.88,117.01,3,2.99,3.53,41,2599280.0,5
9,7.52,161.78,5,1.85,0.37,15,3692050.0,3
7,5.15,125.84,4,3.69,4.47,37,2699890.0,4
6,1.14,175.96,5,2.39,2.44,16,4459490.0,4
7,8.6,144.83,4,1.72,3.26,44,3091230.0000000005,2
1,3.17,95.29,3,1.72,4.41,49,2073480.0000000002,2
1,9.72,100.11,3,0.96,4.41,43,2086170.0,1
8,1.27,90.9,3,2.58,2.04,4,2288100.0,5
2,9.59,168.7,5,2.54,1.19,19,3726239.9999999995,1
10,1.0,103.8,3,3.3,1.29,47,2830080.0,5
9,2.39,88.06,2,1.2,3.83,34,2131840.0,5
7,0.56,132.79,4,1.52,4.65,47,3502320.0,5
6,7.08,116.11,3,0.84,0.36,42,2460190.0,2
1,8.52,131.78,4,1.53,0.08,13,2777010.0,1
1,4.4,195.59,6,2.0,4.11,25,4513790.0,1
2,9.29,156.52,5,3.87,1.93,44,3433430.0,1
6,5.94,121.08,4,2.79,1.38,42,2569650.0,3
6,6.34,63.66,2,3.24,0.94,45,1285840.0,3
2,8.47,100.0,3,1.64,1.73,41,2084820.0,1
1,3.04,148.44,4,1.01,4.86,23,3275390.0,1
10,3.61,73.16,2,1.4,4.89,30,1688740.0,5
5,9.07,205.64,6,1.4,1.66,17,3956079.9999999995,1
5,9.02,120.58,4,2.54,4.82,38,2555280.0,1
2,9.77,121.95,4,1.7,1.5,49,2542250.0,1
6,9.03,93.33,3,3.5,4.27,21,2007970.0,2
9,1.36,139.87,4,3.96,1.06,20,3479040.0,5
2,8.25,73.68,2,1.7,4.13,33,1466160.0000000002,1
10,4.16,206.6,6,2.97,1.77,24,4302570.0,5
2,9.91,172.69,5,2.8,0.98,39,3793340.0,1
3,4.78,159.37,5,1.18,4.67,46,3668670.0,1
7,5.58,64.38,2,3.71,1.07,29,1336030.0,4
6,5.34,128.22,4,1.2,4.96,5,2765340.0,3
8,3.29,168.36,5,3.08,0.54,44,3945280.0000000005,4
8,0.84,143.72,4,1.72,0.05,24,3825100.0,5
6,8.97,79.92,2,1.78,4.35,4,1660320.0,2
10,8.05,94.0,3,2.09,2.93,28,2128770.0,4
3,1.48,101.92,3,3.53,2.11,21,2456770.0,3
3,7.79,95.86,3,0.99,0.41,2,2041890.0,1
1,6.3,181.15,6,0.69,2.87,46,3978350.0,1
7,4.15,43.16,1,1.91,1.97,29,953389.9999999999,5
5,2.61,146.24,4,0.69,2.42,23,3544910.0,3
4,8.61,68.31,2,2.91,3.15,40,1363590.0,1
10,7.03,81.55,2,3.16,3.2,16,1792240.0,5
4,5.52,39.61,1,3.49,4.8,48,779310.0,3
4,6.13,98.04,3,3.1,3.28,44,2057300.0000000002,2
6,1.0,180.43,6,3.71,1.7,49,4901300.0,4
8,4.79,130.59,4,3.12,1.65,19,2968160.0,4
8,2.02,72.07,2,3.78,2.39,25,1737609.9999999998,5
5,2.16,160.69,5,1.18,1.3,4,4073670.0,3
6,6.65,169.25,5,2.25,1.88,12,3787010.0,2
4,9.12,124.16,4,3.98,4.21,38,2617800.0,1
9,4.1,201.39,6,2.89,4.3,3,4184509.9999999995,4
8,2.16,152.86,5,3.58,3.14,44,3899200.0000000005,5
10,6.52,147.31,4,0.61,2.91,16,3266720.0,4
10,8.72,87.86,2,3.55,2.14,39,1892930.0,4
1,7.51,145.1,4,2.94,3.18,34,3040520.0,1
2,8.7,128.67,4,1.1,4.03,30,2708029.9999999995,1
9,5.41,140.79,4,0.59,3.69,15,3092380.0,4
8,7.54,92.62,3,1.41,0.18,33,2019970.0,3
3,1.49,125.12,4,3.71,3.66,31,3011490.0,3
8,3.55,87.33,2,2.84,3.6,32,1910290.0,5
1,3.96,34.11,1,3.72,0.49,7,715570.0,2
10,5.16,159.93,5,2.06,0.75,29,3677900.0,5
4,9.3,59.9,1,3.78,3.94,2,1224100.0,1
3,8.76,124.29,4,2.12,2.79,16,2633550.0,1
6,1.43,133.32,4,1.21,4.11,50,3225690.0,4
7,1.81,133.06,4,1.03,0.92,23,3260250.0,5
4,3.64,108.68,3,3.98,0.15,15,2411280.0,3
7,2.98,130.85,4,1.67,0.81,19,3210350.0,4
9,6.19,138.84,4,1.06,2.26,9,3054100.0,4
2,9.04,149.4,4,0.53,2.62,23,3148110.0,1
3,9.63,189.34,6,1.5,4.29,46,4172560.0,1
5,6.57,129.37,4,3.61,3.58,6,2768320.0,2
3,8.4,122.56,4,2.37,4.95,47,2570290.0,1
8,5.3,83.73,2,2.71,0.39,48,1728670.0,4
10,2.16,137.44,4,3.73,0.65,19,3461130.0,5
8,5.29,146.7,4,2.29,0.42,12,3181249.9999999995,4
8,5.6,112.31,3,3.43,2.69,28,2441460.0,4
9,7.45,141.78,4,1.63,1.33,9,3113410.0,4
4,2.28,108.3,3,3.92,3.42,8,2633120.0,3
5,3.75,146.84,4,0.78,0.66,6,3279020.0,3
5,3.7,156.5,5,3.04,0.52,43,3613500.0,3
8,9.6,155.95,5,2.81,2.3,32,3519689.9999999995,2
7,4.5,124.71,4,1.17,1.88,23,2812210.0,4
9,7.58,78.4,2,1.86,4.15,15,1693440.0,4
8,7.53,95.52,3,1.59,4.19,31,2090710.0,3
2,2.73,143.81,4,0.83,0.59,3,3477790.0,2
10,5.76,217.95,6,2.55,4.06,13,4327620.0,4
4,8.95,106.37,3,3.98,2.82,28,2246430.0,1
6,4.8,138.23,4,2.46,2.52,21,3091640.0,3
2,9.46,97.76,3,2.41,0.47,22,2053490.0,1
7,2.22,81.04,2,0.64,3.7,25,1924680.0000000002,5
3,0.83,92.95,3,0.99,0.3,25,2422310.0,3
3,8.93,36.7,1,2.3,1.39,48,707480.0,1
2,8.49,174.14,5,3.95,0.48,43,3819089.9999999995,1
8,9.93,30.79,1,3.57,2.65,46,670530.0,3
6,6.83,109.45,3,1.69,3.23,21,2346220.0,3
1,9.37,72.87,2,2.4,4.45,43,1434900.0,1
1,8.29,84.62,2,2.43,3.67,2,1709310.0,1
7,8.46,175.06,5,2.9,4.81,41,3911040.0,2
8,5.73,128.04,4,2.91,3.8,16,2791530.0,4
5,3.89,81.38,2,3.26,1.49,13,1739700.0,3
5,9.35,96.42,3,0.59,2.74,44,2034710.0,1
4,4.38,89.38,2,3.8,2.29,29,1882760.0,3
6,5.43,118.26,3,0.75,2.83,12,2540370.0,3
6,4.52,126.92,4,2.17,2.86,25,2839790.0,3
3,5.69,195.82,6,3.72,3.51,39,4318340.0,1
9,4.76,43.35,1,2.21,0.42,31,1006980.0,5
7,0.57,118.61,3,0.72,3.73,45,3129600.0,5
1,8.83,107.38,3,1.3,0.72,33,2241120.0,1
7,4.5,157.86,5,2.53,0.13,50,3672510.0000000005,3
5,5.93,134.19,4,0.81,2.59,22,2854360.0,2
5,1.48,143.61,4,1.98,2.91,33,3471480.0000000005,4
2,0.13,133.8,4,1.65,0.17,43,3463490.0000000005,3
4,2.53,82.72,2,3.35,2.58,11,1927370.0,3
6,7.08,168.45,5,0.89,2.67,22,3762349.9999999995,2
10,1.08,151.94,5,2.89,0.26,27,3958130.0,5
7,9.1,156.62,5,1.92,3.56,18,3526840.0,2
5,2.23,170.56,5,2.56,1.05,47,4275540.0,3
9,2.13,136.71,4,1.22,3.97,33,3398760.0,5
3,1.9,179.24,5,2.63,1.55,7,4515470.0,2
1,0.24,135.11,4,2.86,2.39,33,3505780.0000000005,2
4,7.74,111.24,3,0.75,4.46,41,2342210.0,1
9,8.76,119.74,3,3.39,4.03,15,2643210.0,3
4,6.18,119.05,3,3.51,3.91,6,2537360.0,2
2,1.96,99.22,3,0.72,0.8,26,2380160.0,2
10,2.92,185.28,6,2.61,0.24,50,4773870.0,5
5,4.81,131.85,4,2.58,3.03,19,2939180.0,3
3,9.55,123.79,4,0.54,2.05,34,2605150.0,1
9,2.55,135.53,4,1.7,4.55,16,3388120.0,5
4,7.34,239.19,6,3.89,1.75,27,4571220.0,1
6,4.45,74.73,2,2.44,2.05,7,1622990.0,4
2,3.05,86.2,2,3.77,2.63,3,1827690.0,2
6,4.61,64.78,2,2.86,3.98,32,1392480.0,4
3,0.8,110.7,3,0.6,1.34,49,2862280.0,3
